"Position holder";"Name of the issuer";"ISIN";"Net short position";"Position date"
"Citadel Advisors LLC";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.60";"2024-04-30 00:00:00"
"Connor, Clark & Lunn Investment Management Ltd.";"Alfen N.V.";"NL0012817175";"0.61";"2024-04-30 00:00:00"
"Marshall Wace LLP";"Alfen N.V.";"NL0012817175";"0.59";"2024-04-30 00:00:00"
"Marshall Wace LLP";"Koninklijke Philips N.V.";"NL0000009538";"0.62";"2024-04-30 00:00:00"
"Millennium International Management LP";"Alfen N.V.";"NL0012817175";"1.10";"2024-04-30 00:00:00"
"Qube Research & Technologies Ltd.";"Alfen N.V.";"NL0012817175";"1.11";"2024-04-30 00:00:00"
"Qube Research & Technologies Ltd.";"Ebusco Holding N.V.";"NL0015000CZ2";"0.59";"2024-04-30 00:00:00"
"Qube Research & Technologies Ltd.";"Flow Traders Ltd.";"BMG3602E1084";"1.19";"2024-04-30 00:00:00"
"Voleon Capital Management LP";"Alfen N.V.";"NL0012817175";"0.93";"2024-04-30 00:00:00"
"BlackRock Investment Management (UK) Limited";"Corbion N.V.";"NL0010583399";"0.81";"2024-04-29 00:00:00"
"Citadel Advisors LLC";"Alfen N.V.";"NL0012817175";"0.43";"2024-04-29 00:00:00"
"Citadel Advisors LLC";"Koninklijke Philips N.V.";"NL0000009538";"0.66";"2024-04-29 00:00:00"
"Citadel Advisors LLC";"Pharming Group N.V.";"NL0010391025";"1.17";"2024-04-29 00:00:00"
"Citadel Securities (Europe) Limited";"Alfen N.V.";"NL0012817175";"0.48";"2024-04-29 00:00:00"
"D. E. Shaw & Co., L.P.";"AMG Critical Materials N.V.";"NL0000888691";"0.77";"2024-04-29 00:00:00"
"Greenvale Capital LLP";"Koninklijke Philips N.V.";"NL0000009538";"0.44";"2024-04-29 00:00:00"
"Ilex Capital Partners (UK) LLP";"Koninklijke Philips N.V.";"NL0000009538";"0.37";"2024-04-29 00:00:00"
"Marshall Wace LLP";"Alfen N.V.";"NL0012817175";"0.64";"2024-04-29 00:00:00"
"Marshall Wace LLP";"Flow Traders Ltd.";"BMG3602E1084";"0.89";"2024-04-29 00:00:00"
"Marshall Wace LLP";"Koninklijke Philips N.V.";"NL0000009538";"0.72";"2024-04-29 00:00:00"
"Marshall Wace LLP";"NEPI Rockcastle N.V.";"NL0015000RT3";"0.59";"2024-04-29 00:00:00"
"Marshall Wace LLP";"TomTom N.V.";"NL0013332471";"1.08";"2024-04-29 00:00:00"
"Millennium International Management LP";"Alfen N.V.";"NL0012817175";"1.33";"2024-04-29 00:00:00"
"Qube Research & Technologies Ltd.";"Alfen N.V.";"NL0012817175";"0.99";"2024-04-29 00:00:00"
"AKO Capital LLP";"Signify N.V.";"NL0011821392";"1.22";"2024-04-26 00:00:00"
"BlackRock Investment Management (UK) Limited";"Basic-Fit N.V.";"NL0011872650";"2.70";"2024-04-26 00:00:00"
"BlackRock Investment Management (UK) Limited";"Corbion N.V.";"NL0010583399";"0.61";"2024-04-26 00:00:00"
"Citadel Advisors LLC";"Alfen N.V.";"NL0012817175";"0.59";"2024-04-26 00:00:00"
"Citadel Advisors LLC";"Basic-Fit N.V.";"NL0011872650";"0.51";"2024-04-26 00:00:00"
"Citadel Securities (Europe) Limited";"Alfen N.V.";"NL0012817175";"0.50";"2024-04-26 00:00:00"
"D. E. Shaw & Co., L.P.";"AMG Critical Materials N.V.";"NL0000888691";"0.80";"2024-04-26 00:00:00"
"Ilex Capital Partners (UK) LLP";"Koninklijke Philips N.V.";"NL0000009538";"0.51";"2024-04-26 00:00:00"
"Marshall Wace LLP";"AMG Critical Materials N.V.";"NL0000888691";"1.69";"2024-04-26 00:00:00"
"Qube Research & Technologies Ltd.";"Alfen N.V.";"NL0012817175";"0.73";"2024-04-26 00:00:00"
"Qube Research & Technologies Ltd.";"Basic-Fit N.V.";"NL0011872650";"0.57";"2024-04-26 00:00:00"
"Qube Research & Technologies Ltd.";"SBM Offshore N.V.";"NL0000360618";"0.48";"2024-04-26 00:00:00"
"Arrowstreet Capital, Limited Partnership";"Just Eat Takeaway.com N.V.";"NL0012015705";"2.29";"2024-04-25 00:00:00"
"Citadel Advisors LLC";"Alfen N.V.";"NL0012817175";"0.60";"2024-04-25 00:00:00"
"Citadel Advisors LLC";"TomTom N.V.";"NL0013332471";"0.49";"2024-04-25 00:00:00"
"Citadel Securities (Europe) Limited";"Alfen N.V.";"NL0012817175";"0.60";"2024-04-25 00:00:00"
"Marshall Wace LLP";"Flow Traders Ltd.";"BMG3602E1084";"0.98";"2024-04-25 00:00:00"
"Marshall Wace LLP";"TomTom N.V.";"NL0013332471";"1.10";"2024-04-25 00:00:00"
"Qube Research & Technologies Ltd.";"Alfen N.V.";"NL0012817175";"0.84";"2024-04-25 00:00:00"
"Qube Research & Technologies Ltd.";"Flow Traders Ltd.";"BMG3602E1084";"1.28";"2024-04-25 00:00:00"
"AKO Capital LLP";"Signify N.V.";"NL0011821392";"1.43";"2024-04-24 00:00:00"
"Citadel Advisors LLC";"Pharming Group N.V.";"NL0010391025";"1.28";"2024-04-24 00:00:00"
"Citadel Securities (Europe) Limited";"Alfen N.V.";"NL0012817175";"0.59";"2024-04-24 00:00:00"
"GLG Partners LP";"BE Semiconductor Industries N.V.";"NL0012866412";"0.26";"2024-04-24 00:00:00"
"GSA Capital Partners LLP";"Vivoryon Therapeutics N.V.";"NL00150002Q7";"0.33";"2024-04-24 00:00:00"
"Marshall Wace LLP";"AMG Critical Materials N.V.";"NL0000888691";"1.71";"2024-04-24 00:00:00"
"Otus Capital Management Ltd.";"NX Filtration N.V.";"NL0015000D50";"0.48";"2024-04-24 00:00:00"
"Palmerston Capital Management LLP";"Pharming Group N.V.";"NL0010391025";"0.49";"2024-04-24 00:00:00"
"Qube Research & Technologies Ltd.";"Flow Traders Ltd.";"BMG3602E1084";"1.13";"2024-04-24 00:00:00"
"Systematica Investments Limited";"Alfen N.V.";"NL0012817175";"0.50";"2024-04-24 00:00:00"
"Viking Global Investors LP";"Koninklijke Philips N.V.";"NL0000009538";"0.44";"2024-04-24 00:00:00"
"Voleon Capital Management LP";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.49";"2024-04-24 00:00:00"
"AKO Capital LLP";"Randstad N.V.";"NL0000379121";"0.98";"2024-04-23 00:00:00"
"BlackRock Investment Management (UK) Limited";"Corbion N.V.";"NL0010583399";"0.51";"2024-04-23 00:00:00"
"Capital Fund Management S.A.";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.50";"2024-04-23 00:00:00"
"Citadel Advisors LLC";"Alfen N.V.";"NL0012817175";"0.51";"2024-04-23 00:00:00"
"Citadel Advisors LLC";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.55";"2024-04-23 00:00:00"
"Citadel Advisors LLC";"Koninklijke Philips N.V.";"NL0000009538";"1.08";"2024-04-23 00:00:00"
"Citadel Securities (Europe) Limited";"Alfen N.V.";"NL0012817175";"0.60";"2024-04-23 00:00:00"
"Citadel Securities (Europe) Limited";"Pharming Group N.V.";"NL0010391025";"0.60";"2024-04-23 00:00:00"
"Davidson Kempner European Partners, LLP";"BE Semiconductor Industries N.V.";"NL0012866412";"0.16";"2024-04-23 00:00:00"
"Marshall Wace LLP";"Flow Traders Ltd.";"BMG3602E1084";"1.08";"2024-04-23 00:00:00"
"Marshall Wace LLP";"Koninklijke Philips N.V.";"NL0000009538";"0.83";"2024-04-23 00:00:00"
"Marshall Wace LLP";"NEPI Rockcastle N.V.";"NL0015000RT3";"0.65";"2024-04-23 00:00:00"
"Qube Research & Technologies Ltd.";"Alfen N.V.";"NL0012817175";"0.78";"2024-04-23 00:00:00"
"Viking Global Investors LP";"Koninklijke Philips N.V.";"NL0000009538";"0.54";"2024-04-23 00:00:00"
"WorldQuant, LLC";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.64";"2024-04-23 00:00:00"
"Canada Pension Plan Investment Board";"Flow Traders Ltd.";"BMG3602E1084";"0.57";"2024-04-22 00:00:00"
"Citadel Advisors LLC";"TomTom N.V.";"NL0013332471";"0.53";"2024-04-22 00:00:00"
"Marshall Wace LLP";"ASR Nederland N.V.";"NL0011872643";"0.79";"2024-04-22 00:00:00"
"Marshall Wace LLP";"NEPI Rockcastle N.V.";"NL0015000RT3";"0.59";"2024-04-22 00:00:00"
"Millennium International Management LP";"Alfen N.V.";"NL0012817175";"1.68";"2024-04-22 00:00:00"
"Citadel Advisors LLC";"Pharming Group N.V.";"NL0010391025";"1.33";"2024-04-19 00:00:00"
"Citadel Securities (Europe) Limited";"Alfen N.V.";"NL0012817175";"0.53";"2024-04-19 00:00:00"
"Marshall Wace LLP";"Alfen N.V.";"NL0012817175";"0.71";"2024-04-19 00:00:00"
"Marshall Wace LLP";"Flow Traders Ltd.";"BMG3602E1084";"1.11";"2024-04-19 00:00:00"
"Millennium International Management LP";"Alfen N.V.";"NL0012817175";"1.75";"2024-04-19 00:00:00"
"Palmerston Capital Management LLP";"Pharming Group N.V.";"NL0010391025";"0.50";"2024-04-19 00:00:00"
"Qube Research & Technologies Ltd.";"Alfen N.V.";"NL0012817175";"0.87";"2024-04-19 00:00:00"
"WorldQuant, LLC";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.55";"2024-04-19 00:00:00"
"Citadel Advisors LLC";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.69";"2024-04-18 00:00:00"
"Jupiter Investment Management Limited";"Alfen N.V.";"NL0012817175";"0.49";"2024-04-18 00:00:00"
"Millennium International Management LP";"Alfen N.V.";"NL0012817175";"1.80";"2024-04-18 00:00:00"
"Qube Research & Technologies Ltd.";"Alfen N.V.";"NL0012817175";"0.95";"2024-04-18 00:00:00"
"Qube Research & Technologies Ltd.";"Flow Traders Ltd.";"BMG3602E1084";"1.01";"2024-04-18 00:00:00"
"Qube Research & Technologies Ltd.";"SBM Offshore N.V.";"NL0000360618";"0.50";"2024-04-18 00:00:00"
"TFG Asset Management UK LLP";"Fugro N.V.";"NL0000352565";"0.62";"2024-04-18 00:00:00"
"Canada Pension Plan Investment Board";"Alfen N.V.";"NL0012817175";"0.45";"2024-04-17 00:00:00"
"Citadel Advisors LLC";"Alfen N.V.";"NL0012817175";"0.46";"2024-04-17 00:00:00"
"Connor, Clark & Lunn Investment Management Ltd.";"Alfen N.V.";"NL0012817175";"0.54";"2024-04-17 00:00:00"
"Marshall Wace LLP";"Alfen N.V.";"NL0012817175";"0.60";"2024-04-17 00:00:00"
"Marshall Wace LLP";"ArcelorMittal S.A.";"LU1598757687";"0.77";"2024-04-17 00:00:00"
"Marshall Wace LLP";"NEPI Rockcastle N.V.";"NL0015000RT3";"0.68";"2024-04-17 00:00:00"
"Marshall Wace LLP";"TomTom N.V.";"NL0013332471";"1.02";"2024-04-17 00:00:00"
"Marshall Wace LLP";"Wolters Kluwer N.V.";"NL0000395903";"0.60";"2024-04-17 00:00:00"
"Millennium International Management LP";"Alfen N.V.";"NL0012817175";"1.75";"2024-04-17 00:00:00"
"Millennium International Management LP";"Vivoryon Therapeutics N.V.";"NL00150002Q7";"1.47";"2024-04-17 00:00:00"
"Qube Research & Technologies Ltd.";"Alfen N.V.";"NL0012817175";"1.01";"2024-04-17 00:00:00"
"Voleon Capital Management LP";"Alfen N.V.";"NL0012817175";"0.87";"2024-04-17 00:00:00"
"Voleon Capital Management LP";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.51";"2024-04-17 00:00:00"
"Wellington Management International Ltd.";"Alfen N.V.";"NL0012817175";"0.48";"2024-04-17 00:00:00"
"Balyasny Asset Management (UK) LLP";"SBM Offshore N.V.";"NL0000360618";"0.16";"2024-04-16 00:00:00"
"Citadel Advisors LLC";"Alfen N.V.";"NL0012817175";"0.67";"2024-04-16 00:00:00"
"Citadel Securities (Europe) Limited";"Alfen N.V.";"NL0012817175";"0.44";"2024-04-16 00:00:00"
"Citadel Securities (Europe) Limited";"Pharming Group N.V.";"NL0010391025";"0.50";"2024-04-16 00:00:00"
"Connor, Clark & Lunn Investment Management Ltd.";"Alfen N.V.";"NL0012817175";"0.49";"2024-04-16 00:00:00"
"Marshall Wace LLP";"AMG Critical Materials N.V.";"NL0000888691";"1.68";"2024-04-16 00:00:00"
"Millennium International Management LP";"Vivoryon Therapeutics N.V.";"NL00150002Q7";"1.35";"2024-04-16 00:00:00"
"Qube Research & Technologies Ltd.";"Alfen N.V.";"NL0012817175";"1.25";"2024-04-16 00:00:00"
"Balyasny Asset Management (UK) LLP";"SBM Offshore N.V.";"NL0000360618";"0.53";"2024-04-15 00:00:00"
"Citadel Advisors LLC";"Alfen N.V.";"NL0012817175";"0.76";"2024-04-15 00:00:00"
"Citadel Advisors LLC";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.72";"2024-04-15 00:00:00"
"Citadel Securities (Europe) Limited";"Alfen N.V.";"NL0012817175";"0.57";"2024-04-15 00:00:00"
"Franklin Templeton Investment Management Limited";"TomTom N.V.";"NL0013332471";"0.70";"2024-04-15 00:00:00"
"Marshall Wace LLP";"Koninklijke Philips N.V.";"NL0000009538";"0.78";"2024-04-15 00:00:00"
"Millennium International Management LP";"Alfen N.V.";"NL0012817175";"1.87";"2024-04-15 00:00:00"
"Millennium International Management LP";"Vivoryon Therapeutics N.V.";"NL00150002Q7";"1.23";"2024-04-15 00:00:00"
"Qube Research & Technologies Ltd.";"Alfen N.V.";"NL0012817175";"1.47";"2024-04-15 00:00:00"
"Qube Research & Technologies Ltd.";"Basic-Fit N.V.";"NL0011872650";"0.60";"2024-04-15 00:00:00"
"Citadel Advisors LLC";"Alfen N.V.";"NL0012817175";"0.80";"2024-04-12 00:00:00"
"Citadel Advisors LLC";"Pharming Group N.V.";"NL0010391025";"1.47";"2024-04-12 00:00:00"
"D. E. Shaw & Co., L.P.";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.64";"2024-04-12 00:00:00"
"Marshall Wace LLP";"AMG Critical Materials N.V.";"NL0000888691";"1.70";"2024-04-12 00:00:00"
"Marshall Wace LLP";"ASR Nederland N.V.";"NL0011872643";"0.86";"2024-04-12 00:00:00"
"Millennium International Management LP";"Vivoryon Therapeutics N.V.";"NL00150002Q7";"1.12";"2024-04-12 00:00:00"
"Qube Research & Technologies Ltd.";"Alfen N.V.";"NL0012817175";"1.73";"2024-04-12 00:00:00"
"Qube Research & Technologies Ltd.";"Ebusco Holding N.V.";"NL0015000CZ2";"0.60";"2024-04-12 00:00:00"
"Walleye Capital LLC";"Alfen N.V.";"NL0012817175";"0.49";"2024-04-12 00:00:00"
"AHL Partners LLP";"Just Eat Takeaway.com N.V.";"NL0012015705";"1.32";"2024-04-11 00:00:00"
"Arrowstreet Capital, Limited Partnership";"Just Eat Takeaway.com N.V.";"NL0012015705";"2.30";"2024-04-11 00:00:00"
"Citadel Advisors LLC";"Alfen N.V.";"NL0012817175";"0.78";"2024-04-11 00:00:00"
"Citadel Securities (Europe) Limited";"Alfen N.V.";"NL0012817175";"0.48";"2024-04-11 00:00:00"
"D. E. Shaw & Co., L.P.";"AMG Critical Materials N.V.";"NL0000888691";"0.78";"2024-04-11 00:00:00"
"GSA Capital Partners LLP";"Vivoryon Therapeutics N.V.";"NL00150002Q7";"0.71";"2024-04-11 00:00:00"
"Marshall Wace LLP";"ArcelorMittal S.A.";"LU1598757687";"0.82";"2024-04-11 00:00:00"
"Millennium International Management LP";"Vivoryon Therapeutics N.V.";"NL00150002Q7";"0.99";"2024-04-11 00:00:00"
"AHL Partners LLP";"Just Eat Takeaway.com N.V.";"NL0012015705";"1.29";"2024-04-10 00:00:00"
"Citadel Advisors LLC";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.61";"2024-04-10 00:00:00"
"Millennium International Management LP";"Alfen N.V.";"NL0012817175";"1.92";"2024-04-10 00:00:00"
"Millennium International Management LP";"Vivoryon Therapeutics N.V.";"NL00150002Q7";"0.86";"2024-04-10 00:00:00"
"Qube Research & Technologies Ltd.";"Alfen N.V.";"NL0012817175";"1.88";"2024-04-10 00:00:00"
"Qube Research & Technologies Ltd.";"Flow Traders Ltd.";"BMG3602E1084";"0.90";"2024-04-10 00:00:00"
"Wellington Management International Ltd.";"Alfen N.V.";"NL0012817175";"0.57";"2024-04-10 00:00:00"
"WorldQuant, LLC";"Alfen N.V.";"NL0012817175";"0.47";"2024-04-10 00:00:00"
"AHL Partners LLP";"Just Eat Takeaway.com N.V.";"NL0012015705";"1.30";"2024-04-09 00:00:00"
"Citadel Advisors LLC";"Alfen N.V.";"NL0012817175";"0.84";"2024-04-09 00:00:00"
"Citadel Advisors LLC";"Koninklijke Philips N.V.";"NL0000009538";"0.91";"2024-04-09 00:00:00"
"Millennium International Management LP";"Alfen N.V.";"NL0012817175";"1.87";"2024-04-09 00:00:00"
"Millennium International Management LP";"Vivoryon Therapeutics N.V.";"NL00150002Q7";"0.74";"2024-04-09 00:00:00"
"Qube Research & Technologies Ltd.";"Alfen N.V.";"NL0012817175";"1.93";"2024-04-09 00:00:00"
"Voleon Capital Management LP";"Alfen N.V.";"NL0012817175";"0.92";"2024-04-09 00:00:00"
"Walleye Capital LLC";"Alfen N.V.";"NL0012817175";"0.58";"2024-04-09 00:00:00"
"Citadel Securities (Europe) Limited";"Alfen N.V.";"NL0012817175";"0.51";"2024-04-08 00:00:00"
"Marshall Wace LLP";"AMG Critical Materials N.V.";"NL0000888691";"1.66";"2024-04-08 00:00:00"
"Marshall Wace LLP";"Flow Traders Ltd.";"BMG3602E1084";"1.08";"2024-04-08 00:00:00"
"Marshall Wace LLP";"Wolters Kluwer N.V.";"NL0000395903";"0.50";"2024-04-08 00:00:00"
"Millennium International Management LP";"Vivoryon Therapeutics N.V.";"NL00150002Q7";"0.61";"2024-04-08 00:00:00"
"Qube Research & Technologies Ltd.";"Alfen N.V.";"NL0012817175";"1.75";"2024-04-08 00:00:00"
"Qube Research & Technologies Ltd.";"Basic-Fit N.V.";"NL0011872650";"0.52";"2024-04-08 00:00:00"
"Arrowstreet Capital, Limited Partnership";"Just Eat Takeaway.com N.V.";"NL0012015705";"2.75";"2024-04-05 00:00:00"
"Citadel Securities (Europe) Limited";"Alfen N.V.";"NL0012817175";"0.49";"2024-04-05 00:00:00"
"Systematica Investments Limited";"SBM Offshore N.V.";"NL0000360618";"0.49";"2024-04-05 00:00:00"
"Walleye Capital LLC";"Alfen N.V.";"NL0012817175";"0.61";"2024-04-05 00:00:00"
"Citadel Advisors LLC";"Pharming Group N.V.";"NL0010391025";"1.50";"2024-04-04 00:00:00"
"D. E. Shaw & Co., L.P.";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.50";"2024-04-04 00:00:00"
"Marshall Wace LLP";"AMG Critical Materials N.V.";"NL0000888691";"1.75";"2024-04-04 00:00:00"
"Marshall Wace LLP";"AMG Critical Materials N.V.";"NL0000888691";"1.80";"2024-04-03 00:00:00"
"Marshall Wace LLP";"ArcelorMittal S.A.";"LU1598757687";"0.73";"2024-04-03 00:00:00"
"Qube Research & Technologies Ltd.";"Flow Traders Ltd.";"BMG3602E1084";"0.82";"2024-04-03 00:00:00"
"Qube Research & Technologies Ltd.";"SBM Offshore N.V.";"NL0000360618";"0.48";"2024-04-03 00:00:00"
"Citadel Securities (Europe) Limited";"Alfen N.V.";"NL0012817175";"0.54";"2024-04-02 00:00:00"
"D. E. Shaw & Co., L.P.";"AMG Critical Materials N.V.";"NL0000888691";"0.89";"2024-04-02 00:00:00"
"Marshall Wace LLP";"ASR Nederland N.V.";"NL0011872643";"0.91";"2024-04-02 00:00:00"
"Marshall Wace LLP";"Koninklijke Philips N.V.";"NL0000009538";"0.88";"2024-04-02 00:00:00"
"Millennium International Management LP";"Alfen N.V.";"NL0012817175";"1.64";"2024-04-02 00:00:00"
"Qube Research & Technologies Ltd.";"Alfen N.V.";"NL0012817175";"1.83";"2024-04-02 00:00:00"
"Qube Research & Technologies Ltd.";"Aperam S.A.";"LU0569974404";"0.46";"2024-04-02 00:00:00"
"Qube Research & Technologies Ltd.";"Ebusco Holding N.V.";"NL0015000CZ2";"0.50";"2024-04-02 00:00:00"
"Citadel Advisors LLC";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.50";"2024-03-28 00:00:00"
"Otus Capital Management Ltd.";"NX Filtration N.V.";"NL0015000D50";"0.64";"2024-03-28 00:00:00"
"Qube Research & Technologies Ltd.";"Flow Traders Ltd.";"BMG3602E1084";"0.75";"2024-03-28 00:00:00"
"Qube Research & Technologies Ltd.";"OCI N.V.";"NL0010558797";"0.69";"2024-03-28 00:00:00"
"Qube Research & Technologies Ltd.";"SBM Offshore N.V.";"NL0000360618";"0.54";"2024-03-28 00:00:00"
"Qube Research & Technologies Ltd.";"Alfen N.V.";"NL0012817175";"1.60";"2024-03-27 00:00:00"
"GLG Partners LP";"BE Semiconductor Industries N.V.";"NL0012866412";"0.57";"2024-03-26 00:00:00"
"Marshall Wace LLP";"Van Lanschot Kempen N.V.";"NL0000302636";"0.49";"2024-03-26 00:00:00"
"Qube Research & Technologies Ltd.";"Flow Traders Ltd.";"BMG3602E1084";"0.63";"2024-03-26 00:00:00"
"Qube Research & Technologies Ltd.";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.00";"2024-03-26 00:00:00"
"Qube Research & Technologies Ltd.";"OCI N.V.";"NL0010558797";"0.70";"2024-03-26 00:00:00"
"TFG Asset Management UK LLP";"Fugro N.V.";"NL0000352565";"0.55";"2024-03-26 00:00:00"
"Voleon Capital Management LP";"Alfen N.V.";"NL0012817175";"0.79";"2024-03-26 00:00:00"
"Citadel Advisors LLC";"Koninklijke Philips N.V.";"NL0000009538";"0.89";"2024-03-25 00:00:00"
"Marshall Wace LLP";"AMG Critical Materials N.V.";"NL0000888691";"1.70";"2024-03-25 00:00:00"
"Qube Research & Technologies Ltd.";"Flow Traders Ltd.";"BMG3602E1084";"0.58";"2024-03-25 00:00:00"
"JPMorgan Asset Management (UK) Ltd.";"PostNL N.V.";"NL0009739416";"0.58";"2024-03-22 00:00:00"
"Qube Research & Technologies Ltd.";"Alfen N.V.";"NL0012817175";"1.59";"2024-03-22 00:00:00"
"Qube Research & Technologies Ltd.";"OCI N.V.";"NL0010558797";"0.69";"2024-03-22 00:00:00"
"Voleon Capital Management LP";"Alfen N.V.";"NL0012817175";"0.81";"2024-03-22 00:00:00"
"AKO Capital LLP";"Randstad N.V.";"NL0000379121";"1.10";"2024-03-21 00:00:00"
"Citadel Advisors LLC";"TomTom N.V.";"NL0013332471";"0.49";"2024-03-21 00:00:00"
"GSA Capital Partners LLP";"Vivoryon Therapeutics N.V.";"NL00150002Q7";"0.62";"2024-03-21 00:00:00"
"Marshall Wace LLP";"ASR Nederland N.V.";"NL0011872643";"0.80";"2024-03-21 00:00:00"
"Marshall Wace LLP";"Flow Traders Ltd.";"BMG3602E1084";"1.10";"2024-03-21 00:00:00"
"Qube Research & Technologies Ltd.";"Aperam S.A.";"LU0569974404";"0.51";"2024-03-21 00:00:00"
"Qube Research & Technologies Ltd.";"PostNL N.V.";"NL0009739416";"0.47";"2024-03-21 00:00:00"
"Connor, Clark & Lunn Investment Management Ltd.";"Alfen N.V.";"NL0012817175";"0.50";"2024-03-20 00:00:00"
"Qube Research & Technologies Ltd.";"Flow Traders Ltd.";"BMG3602E1084";"0.61";"2024-03-20 00:00:00"
"Voleon Capital Management LP";"Alfen N.V.";"NL0012817175";"0.79";"2024-03-20 00:00:00"
"Wellington Management International Ltd.";"Alfen N.V.";"NL0012817175";"0.60";"2024-03-20 00:00:00"
"Marshall Wace LLP";"ArcelorMittal S.A.";"LU1598757687";"0.60";"2024-03-19 00:00:00"
"Millennium International Management LP";"Alfen N.V.";"NL0012817175";"1.51";"2024-03-19 00:00:00"
"Marshall Wace LLP";"AMG Critical Materials N.V.";"NL0000888691";"1.68";"2024-03-18 00:00:00"
"Marshall Wace LLP";"TKH Group N.V.";"NL0000852523";"0.49";"2024-03-18 00:00:00"
"Qube Research & Technologies Ltd.";"Just Eat Takeaway.com N.V.";"NL0012015705";"0.91";"2024-03-18 00:00:00"
"Qube Research & Technologies Ltd.";"Signify N.V.";"NL0011821392";"0.30";"2024-03-18 00:00:00"
"AHL Partners LLP";"Just Eat Takeaway.com N.V.";"NL0012015705";"1.21";"2024-03-15 00:00:00"
"Citadel Advisors LLC";"Pharming Group N.V.";"NL0010391025";"1.48";"2024-03-15 00:00:00"
"Greenvale Capital LLP";"Koninklijke Philips N.V.";"NL0000009538";"0.51";"2024-03-15 00:00:00"
